date,entity_id,brand,category,marker_type,marker_label,change_point,stat_event_flag,top_peak_flag,bottom_peak_flag,event_severity_score,combined_marker_severity,shift_strength,price_index,demand_index,sentiment_index,search_index,ad_index,trend_residual,trend_residual_z,event_explanation,narrative
2025-01-01,305,RetroGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,2.9663601446507726,2.9663601446507726,0.0,113.81,30.165,0.508,34.3,19.0,0.0,0.0,ad surge + sentiment spike + demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-02,305,RetroGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,2.6916503937351433,2.6916503937351433,0.0,114.42,26.94,0.506,25.9,17.3,-1.6125000000000007,-0.8660254037844394,sentiment spike + demand jump + price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-03,305,RetroGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,1.8502532839133368,1.8502532839133368,0.0,113.65,21.665,0.5,14.8,11.1,-5.510000000000002,-1.5848201595557656,sentiment spike + price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-04,305,RetroGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,1.8677946619647738,1.8677946619647738,0.0,114.67,20.415,0.483,11.5,12.7,-3.6142857142857174,-0.9235207969559842,sentiment spike + price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-05,305,RetroGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,2.3321259132991385,2.3321259132991385,0.0,114.51,23.994999999999997,0.475,18.9,18.7,0.8471428571428525,0.29700524274499995,ad surge + demand jump + price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-07,305,RetroGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,1.4031804410293143,1.4031804410293143,0.0,105.58,20.45,0.485,12.0,10.5,-0.9928571428571438,-0.5694645915214969,sentiment spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-08,305,RetroGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,1.0681762304344977,1.6569422523505675,-0.10053571428570507,105.78,16.865,0.484,4.8,2.5,-4.075714285714284,-1.6569422523505675,sentiment spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-10,305,RetroGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,1.2966863959191277,1.5509437265061545,-0.12014285714285222,105.01,15.094999999999999,0.463,2.0,1.0,-3.120000000000001,-1.5509437265061545,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-02-28,305,RetroGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,1.3689169160037735,1.3689169160037735,0.40862857142857223,109.31,25.43,0.359,26.8,19.9,5.8514285714285705,1.2876776650507145,ad surge + demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-01,305,RetroGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,1.5726356603640994,1.5726356603640994,0.28517142857143085,109.42,26.66,0.376,28.4,24.6,3.4928571428571438,1.2916635494462247,ad surge + demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-02,305,RetroGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,1.0595466173040542,1.0595466173040542,0.24908571428570525,109.22,24.294999999999998,0.385,25.4,15.6,-0.4357142857142904,-0.2372594088361785,demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-03,305,RetroGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,1.3868990503974379,1.3868990503974379,0.27202857142857084,109.18,25.185000000000002,0.389,25.4,23.6,-0.23714285714285666,-0.24412191465411248,ad surge + demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-01,401,BoomAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.0800368442440902,1.0800368442440902,0.0,83.94,45.66,0.661,54.7,45.4,0.0,0.0,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-15,401,BoomAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.1001948753946809,1.1001948753946809,0.9279142857142872,84.28,65.885,0.736,100.0,70.1,-0.028571428571424917,-0.026202056306481005,ad surge + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-02-17,401,BoomAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.3601703112313064,1.6359767509492769,-0.05492857142856877,84.17,71.43,0.929,100.0,71.9,11.008571428571436,1.6359767509492769,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-02-19,401,BoomAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.459434356720953,1.459434356720953,0.04051428571428062,84.35,72.345,0.95,100.0,70.5,3.0528571428571354,1.029384156170668,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-25,401,BoomAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.3747248581370914,1.3747248581370914,0.5280000000000058,76.86,52.849999999999994,0.815,63.8,45.9,-2.2528571428571524,-1.139574050285283,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-26,401,BoomAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.3045973194636498,1.6142192711248033,0.435842857142859,77.55,51.83,0.825,57.4,45.1,-1.6957142857142813,-1.6142192711248033,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-27,401,BoomAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.58679193429761,1.9979891017681353,0.28891428571429856,77.1,48.644999999999996,0.802,56.9,44.8,-3.6214285714285666,-1.9979891017681353,high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-28,401,BoomAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.5978352307606893,1.5978352307606893,0.172071428571428,76.91,50.074999999999996,0.791,55.7,43.5,-0.8857142857142861,-0.4832006946145042,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-29,401,BoomAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.493122614563302,1.493122614563302,0.0810857142857131,77.14,50.525,0.798,58.0,45.3,0.2928571428571445,0.2237410138462102,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-30,401,BoomAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.4296050534060227,1.7384820060907158,-0.010457142857141832,77.13,52.28,0.788,62.5,45.7,2.1700000000000017,1.7384820060907158,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-31,401,BoomAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.3159723925690883,1.7468047309550438,-0.08305714285714316,77.15,53.99999999999999,0.793,66.6,46.7,2.605714285714278,1.7468047309550438,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-16,402,TinyTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.3196797011930363,1.3196797011930363,0.8637285714285738,28.63,17.865000000000002,0.531,2.0,6.4,-2.628571428571423,-1.050205643852176,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-21,402,TinyTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,0.9401844032065838,1.7681749289453357,0.11939999999999884,30.89,27.119999999999997,0.516,21.6,24.6,4.595714285714283,1.7681749289453357,price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-22,402,TinyTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.0974515331345045,1.4387708741317111,0.24245714285714115,30.99,29.315,0.519,28.3,21.1,4.4614285714285735,1.4387708741317111,price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-23,402,TinyTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.8110238344710816,1.8110238344710816,0.3350714285714318,31.08,33.870000000000005,0.534,38.6,28.4,6.062857142857148,1.7510737694730885,price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-24,402,TinyTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.482280714313771,1.482280714313771,0.455457142857135,30.94,30.91,0.526,29.7,30.1,0.6928571428571431,0.24501535798117197,price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-25,402,TinyTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.7001887323561675,1.7001887323561675,0.5280000000000058,30.9,32.86,0.542,35.0,26.2,1.2814285714285703,0.6504792377828444,price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-26,402,TinyTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,2.123327321627254,2.123327321627254,0.435842857142859,30.96,35.105,0.557,40.5,28.9,2.192857142857143,1.4025787966416463,sentiment spike + price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-27,402,TinyTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.762790180370312,1.762790180370312,0.28891428571429856,30.68,33.32,0.55,35.3,27.5,0.3100000000000023,0.1802896999672868,sentiment spike + price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-28,402,TinyTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.514908800439073,1.6695144129324717,0.172071428571428,30.76,30.975,0.545,31.3,25.3,-2.3885714285714315,-1.6695144129324717,price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-29,402,TinyTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.1260414599674702,1.8320565910696618,0.0810857142857131,30.91,27.0,0.542,22.8,20.0,-5.25714285714286,-1.8320565910696618,price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-30,402,TinyTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.4919678137277252,1.4919678137277252,-0.010457142857141832,31.15,25.47,0.56,17.8,17.6,-4.252857142857145,-1.323757273260307,sentiment spike + price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-31,402,TinyTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.6104867851100058,1.6104867851100058,-0.08305714285714316,31.07,27.53,0.569,20.9,23.2,-0.24428571428571644,-0.1051768876568278,sentiment spike + price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-01,403,StudioAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,2.264301051097074,2.264301051097074,0.0,165.49,42.06999999999999,0.783,46.2,35.9,0.0,0.0,price spike + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-02,403,StudioAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.9618486706044533,1.9618486706044533,0.0,164.92,40.045,0.791,40.6,31.2,-1.0124999999999957,-0.8660254037844386,price spike + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-03,403,StudioAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,2.2084421739715556,2.2084421739715556,0.0,164.36,42.22,0.786,45.1,35.3,0.9299999999999997,0.8170990699684435,price spike + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-04,403,StudioAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.7278218786153865,1.7278218786153865,0.0,164.94,38.44,0.764,41.9,24.9,-2.057142857142864,-1.2120815999853647,price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-05,403,StudioAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.911891004313159,1.911891004313159,0.0,164.23,39.745,0.772,39.8,34.1,-0.4200000000000017,-0.2692224723149682,price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-06,403,StudioAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.5651022311502174,1.5651022311502174,0.0,157.5,40.25,0.762,41.9,34.7,0.0985714285714252,0.06285528892975953,price spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-18,403,StudioAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.5266284209079086,2.213800444569079,0.553528571428572,143.25,27.035,0.735,14.7,9.1,-1.542857142857141,-2.213800444569079,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-21,403,StudioAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.3306857293971324,1.3306857293971324,-0.5173857142857159,142.32,28.409999999999997,0.738,15.8,14.6,-0.21285714285714263,-0.17419928884993202,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-22,403,StudioAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.23706476624063,1.23706476624063,-0.8577857142857113,142.97,28.78,0.738,16.8,15.6,-0.2885714285714265,-0.4387694348498649,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-23,403,StudioAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.3102349411166494,1.3102349411166494,-0.9442428571428607,143.81,27.985,0.72,14.5,11.4,-0.9157142857142873,-1.1763116485269227,review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-10,501,PowerTech,power_banks,stat_event,Statistical anomaly detected,0,1,0,0,1.0078906020398644,1.1114033099706477,-0.12014285714285222,41.87,64.91000000000001,0.63,100.0,70.4,3.9299999999999997,1.1114033099706477,ad surge + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-24,501,PowerTech,power_banks,stat_event,Statistical anomaly detected,0,1,0,0,1.2035266789125783,1.7832551618500836,-1.1125857142857214,41.23,35.545,0.635,34.1,28.9,-4.994285714285709,-1.7832551618500836,review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-25,501,PowerTech,power_banks,stat_event,Statistical anomaly detected,0,1,0,0,0.965706957142593,0.965706957142593,-1.1234428571428552,43.77,38.684999999999995,0.652,38.4,32.3,-0.7985714285714351,-0.23809675546075987,review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-26,501,PowerTech,power_banks,stat_event,Statistical anomaly detected,0,1,0,0,1.189600190753203,1.189600190753203,-1.0375285714285738,45.1,34.79,0.657,34.1,24.2,-3.8785714285714334,-1.027517946254255,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-01-28,501,PowerTech,power_banks,stat_event,Statistical anomaly detected,0,1,0,0,0.9152062356962758,0.9152062356962758,-0.6574285714285679,45.58,38.96,0.665,38.6,31.7,1.4857142857142875,0.801477098616699,review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-02-04,501,PowerTech,power_banks,stat_event,Statistical anomaly detected,0,1,0,0,0.9440158493325648,0.9440158493325648,-0.16895714285714547,45.32,38.58,0.652,41.0,32.0,-0.042857142857137376,-0.14401622290137697,review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-02,501,ProAudio,earbuds,top_peak,Top peak above trend,0,0,1,0,1.170132867542716,1.714255332935596,1.037482313246798,73.42,70.29333454840814,0.7090529422410522,100.0,59.18,13.549603950868324,1.714255332935596,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-04-10,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,1,1,0,0,1.2031772726551206,1.2031772726551206,3.0771471168743787,89.99,61.81631013911852,0.7712782378836968,81.23301957951162,49.65,-1.5151871768037282,-0.5263827918904318,price spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-11,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,1,1,0,0,1.5865009474523875,1.5865009474523875,2.4857669695719196,89.99,64.30368612299854,0.8859473068440445,85.78881202361454,56.36,1.124555606362101,0.40464769779229615,sentiment spike + price spike + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-12,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,1,1,0,0,1.3421047907122596,1.3421047907122596,1.6548822643624348,89.99,63.35810696607112,0.7878224613308434,81.77395361137039,54.58,-0.4227636929030396,-0.1972183361889667,price spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-13,501,ProAudio,earbuds,top_peak,Top peak above trend,0,0,1,0,1.2710832915540846,1.906654947781066,0.6664044690518267,73.07,70.31375455126745,0.79365030341783,100.0,56.06,6.018794439238178,1.906654947781066,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-04-23,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,1,1.8277232159524825,1.8277232159524825,-0.8995445605321208,76.62,60.13402243375208,0.8770021102662993,92.0828307993074,0.0,-5.782139128411217,-1.790264613198247,sentiment spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-26,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.5424852328982361,1.5424852328982361,0.00037059528892768867,76.51,69.90204309269447,0.8970102059804259,94.50825715139456,57.46,4.099301103180892,1.2456655149866893,sentiment spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-27,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.2702292125234973,1.2702292125234973,0.37949320286462296,73.85,63.19483040770032,0.9327414516673982,80.13059609339814,47.72,-2.4829832005407297,-0.7339731443678428,sentiment spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-01,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.4056862587364607,1.4056862587364607,1.0749604845542393,76.83,66.65576667416484,0.9086213404037626,89.2441330517383,46.94,1.5588121875641718,0.431889568385034,sentiment spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-04,501,ProAudio,earbuds,top_peak,Top peak above trend,1,0,1,0,1.4048968961065365,1.5794976882963243,1.2906391232710988,71.64,70.88901874805558,0.7726320097420839,99.28011029121232,67.01,6.620376461394471,1.5794976882963243,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-05-06,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.8340106612196658,1.8340106612196658,0.9824356753338108,77.16,74.03075142269705,0.788580626391539,99.06621903661316,78.52576909339574,7.8452468546995675,1.4944460706769844,ad surge + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-07,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.5377841170890219,1.5377841170890219,0.8007993886486773,74.83,72.62733048857922,0.7626344331552896,99.50125075357056,69.08250818333451,4.736124757523839,0.9280805421145144,ad surge + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-08,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.8321795845534283,1.8321795845534283,0.5973525344555952,74.25,74.38465634132706,0.9076426665077756,99.61421022031834,67.7002851106601,5.389323514962797,0.9618754660751136,sentiment spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-09,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,1,1.4738698353819748,2.209686035936172,0.028719281167305155,74.28,30.794043796753737,0.8188791764348389,0.0,55.07237433487436,-34.167177548790235,-2.209686035936172,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-12,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,2.0764498698724903,2.0764498698724903,-0.6614340059424819,0.0,29.96041966001735,0.8178946440011569,0.0,51.28,-30.962683591954097,-1.481093503092913,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-28,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,1,1.4322947038161238,2.191809631131994,1.0584007072530923,76.27,28.679099350906377,0.7632732900604252,0.0,48.2,-31.996860017201442,-2.191809631131994,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-05,501,ProAudio,earbuds,top_peak,Top peak above trend,0,0,1,0,1.4580719681507106,1.6815698094870486,0.2151432176205006,76.45,70.82022787813361,0.840256967157384,98.31218190989524,57.12,4.536537511933787,1.6815698094870486,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-06-10,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.552219727724582,1.552219727724582,-1.0930223041611526,74.39,71.5694188313398,0.7580041109098602,100.0,72.99571445127934,4.285626757551597,1.3733730697890947,ad surge + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-13,501,ProAudio,earbuds,bottom_peak,Bottom dip below trend,0,0,0,1,1.3611740516543542,2.2179494853899797,-0.8617536613873042,72.83,31.436177591721584,0.7807004587311411,3.988625083381321,55.53101287714004,-32.499291921434576,-2.2179494853899797,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-06-17,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.341371143787891,1.4991072503236451,0.10229669648336426,72.0,29.9525847289176,0.7768996570688056,1.3062750605953497,52.91,-30.009214604557393,-1.4991072503236451,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-27,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,1,1.5027447251679846,2.2276129350103124,0.5559911302580147,74.02,31.143638593967296,0.7166759062644864,0.0,69.29,-31.76888394493865,-2.2276129350103124,ad surge,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-28,501,ProAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.309409246334927,1.309409246334927,-0.048525755112066804,75.77,66.51535414178147,0.8937120168756444,87.66478253899089,51.18,4.155926543480568,0.29694073198688137,sentiment spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-25,502,SlimPower,power_banks,stat_event,Statistical anomaly detected,0,1,0,0,1.2478943700715068,1.7273050263332688,0.5280000000000058,18.29,21.655,0.719,2.5,5.7,-3.9085714285714275,-1.7273050263332688,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-03-26,502,SlimPower,power_banks,stat_event,Statistical anomaly detected,0,1,0,0,1.1914820044232513,1.1914820044232513,0.435842857142859,18.16,22.455000000000002,0.712,4.2,6.7,-1.4157142857142837,-0.708987676815206,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-01,502,DealTech,earbuds,top_peak,Top peak above trend,0,0,1,0,0.6230652961897831,2.0848285344477517,0.4390980576212371,19.38,38.66959224483222,0.5752085595013694,41.639215807022026,30.94,8.108221924141898,2.0848285344477517,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-04-03,502,DealTech,earbuds,top_peak,Top peak above trend,1,0,1,0,1.2342486761672702,1.7812345078288454,1.7700672206695884,19.65,47.156433313813,0.5684367091200292,59.68890958699545,39.82,12.974723066474972,1.7812345078288454,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-04-19,502,DealTech,earbuds,stat_event,Statistical anomaly detected,1,1,0,0,1.353699832322429,1.38189953654902,-1.469978813777935,19.37,48.5681531654884,0.646798184559128,60.28844510775148,45.72,5.8940384276897575,1.38189953654902,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-21,502,DealTech,earbuds,stat_event,Statistical anomaly detected,1,1,0,1,2.222532007525018,2.222532007525018,-1.4685686739898287,0.0,24.024980907140787,0.5717797387672146,2.5254601695483583,38.09,-15.670924953917755,-1.9634213033424797,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-22,502,DealTech,earbuds,stat_event,Statistical anomaly detected,1,1,0,0,1.3781504389324684,1.3781504389324684,-1.2994321827318558,19.35,47.90908851862632,0.5474126454771368,63.71706212024155,45.19,6.704188636289992,0.7935798279249927,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-29,502,DealTech,earbuds,top_peak,Top peak above trend,0,0,1,0,1.0925793139781996,1.6518392460405968,0.9368803466388869,19.55,44.433972881940036,0.569300554125104,58.60055329205467,40.22,4.4573506352131815,1.6518392460405968,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-05-06,502,DealTech,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.9995854694602926,1.9995854694602926,0.9824356753338108,23.90479902047253,46.76534211723989,0.6822422779041176,51.67265972013435,38.1,5.753700081708651,1.1388881391060122,price spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-07,502,DealTech,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.5171840556165679,1.5171840556165679,0.8007993886486773,22.41416474241141,46.44187549477326,0.5888886885715383,58.51841793918932,35.94,3.832857897671609,0.8181422525247701,price spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-09,502,DealTech,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.7210293481097867,1.7210293481097867,0.028719281167305155,22.019292250201843,49.49737918696398,0.6284707487107725,65.05899986569935,42.96,5.677107635061098,1.0496398579802284,demand jump + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-10,502,DealTech,earbuds,bottom_peak,Bottom dip below trend,0,0,0,1,0.5203578550494135,1.7301292076141706,-0.25561825998428134,19.91906324189957,32.04143939187175,0.6707858819880904,22.9177804003176,29.41,-11.205304347230843,-1.7301292076141706,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
